     78.12 1.369582e+03 2.795248e+02 8.533416e+02 2.578100e-02
    117.19 2.048481e+03 4.500450e+02 1.365838e+03 2.416100e-02
    156.25 2.489265e+03 5.697194e+02 1.713663e+03 2.567600e-02
    195.31 2.969297e+03 6.250781e+02 2.034851e+03 2.702900e-02
    292.97 1.746705e+03 3.815047e+02 1.241535e+03 6.645000e-02
    390.62 2.982671e+03 6.041201e+02 2.090897e+03 5.260900e-02
    781.25 2.204658e+03 4.963395e+02 1.635396e+03 1.345240e-01
   1562.50 3.124658e+03 7.119465e+02 2.355637e+03 1.867860e-01
   3125.00 3.156092e+03 7.428593e+02 2.418725e+03 3.638280e-01
   7812.50 3.476163e+03 8.107308e+02 2.668326e+03 8.244870e-01
  15625.00 3.257207e+03 7.748799e+02 2.518652e+03 1.746966e+00
  31250.00 2.498651e+03 3.364145e+02 1.575977e+03 5.583837e+00
  46875.00 2.219521e+03 2.731327e+02 1.346341e+03 9.804353e+00
  62500.00 2.345871e+03 2.875485e+02 1.420649e+03 1.238871e+01
 117187.50 2.134678e+03 2.689016e+02 1.308782e+03 2.521429e+01
